machine_id,temperature,pressure,vibration,humidity,runtime_hours,failure
98,72.6105527217989,41.025991177152896,3.305085404706753,47.54187961032403,9167,1
99,70.05113456642461,43.86508769596358,2.599880338698869,46.83861113931992,1154,0
100,67.65412866624852,50.544578153988965,2.416834282744044,27.135305064305875,7311,0
101,55.84629257949586,58.230151931387844,4.405647597507963,54.729835776298295,2702,0
102,65.79354677234642,54.013480361350304,3.2007385407583895,25.796982199293055,4114,0
103,66.57285483473231,51.98660114012706,0.8973993080789779,49.17366649477848,7401,0
104,61.97722730778381,50.624941881888134,2.326460352102757,24.829269630943674,448,0
105,68.3871428833399,53.2018868442142,2.1417839682283732,46.01236788151673,1122,0
106,74.04050856814538,51.613223241034035,2.453735990822535,58.61914878150173,8741,1
107,88.8618590121053,41.76022180178451,3.5629106602850853,37.870213434497884,603,1
108,71.74577812831839,50.36863377306521,2.8925551182057507,37.43644357146854,8377,1
109,72.57550390722764,41.410490728657976,2.923134592996338,46.10439999316849,622,0
110,69.25554084233833,50.648660343206586,4.313473161325237,36.70603544037457,2608,0
111,50.812287847009586,46.15481646809407,2.3035389102133115,58.18278703742821,8921,1
112,69.73486124550783,70.3150529822629,4.86419952588735,41.92192249458696,117,1
113,70.60230209941027,49.68084492998631,2.328692408628914,36.79830491779274,7523,0
114,94.63242112485287,38.76608346990729,3.0891981966125712,34.597144721043165,1368,1
115,68.07639035218878,48.926558314584604,2.7187964045972333,30.670515298269795,1276,0
116,73.01547342333612,54.1548699651031,3.123419133500961,33.7224501324251,1732,0
117,69.65288230294756,63.38691156922019,3.4445919950731287,36.49326606341403,3713,0
118,58.31321962380468,45.284380800490254,3.4338352400888765,35.123609265014196,214,0
119,81.4282281451502,37.340576207810884,2.24688266937942,33.41824725862896,9044,1
120,77.51933032686775,56.53469609144785,1.8770853225524293,60.9884123035244,6690,0
121,77.91031947043047,38.955210352802794,5.503171790905711,29.6990492351051,2500,1
122,60.906125452052606,46.51075646794012,2.516015660399447,41.466325876461745,6868,0
123,84.02794310936099,47.939036115912046,3.6992124386719865,45.92521009760872,2688,0
124,55.98148937207719,49.442932373599135,1.3923586894768032,46.301079955837324,421,0
125,75.8685709380027,55.513315656594685,2.720387280095323,39.41392924217528,7726,0
126,91.90455625809979,44.5309257417089,2.872800616017557,37.59297428152691,933,1
127,60.09463674869312,47.810165982665914,3.4728150699278326,44.515474912395064,8503,1
128,64.33702270397228,49.88583717640489,0.27754585900806106,42.665216499782005,9548,1
129,70.99651365087641,51.1967836601503,3.1661406130783307,37.41041165232487,258,0
130,64.965243458838,50.78261739766338,1.8502585446321071,24.381214282755693,2719,0
131,54.493365689338674,53.48804620178064,3.324345711194924,35.32076277666752,1447,0
132,70.68562974806028,56.7507160771339,1.963670803161837,28.534498362925422,3264,0
133,59.37696286273895,53.141072925207745,2.1445173040744185,33.328404499336735,6913,0
134,74.73592430635182,53.62868418807375,2.726372389606732,40.3322323851696,1010,0
135,60.80575765766197,37.34221466602818,1.9476705303968047,43.58736143996616,7266,0
136,85.4993440501754,50.401821593325444,2.524465553264645,57.80452751292406,2551,1
137,62.16746707663763,53.83606038401287,1.8066242314566847,34.62593621096186,503,0
138,66.77938483794324,55.8315295565636,1.1668295483012725,47.74625635275151,1790,0
139,78.1351721736967,44.46119380612964,4.0179570524293595,43.059600244378366,3585,0
140,57.69135683566045,44.72768580089084,1.7039513071760717,52.959976706397896,9548,1
141,72.2745993460413,45.40719459773121,2.8213191123920165,45.76228719595626,4388,0
142,83.07142754282428,54.291311199130746,3.752891081493785,29.915185727136837,9934,1
143,53.92516765438772,58.27104843939367,2.385055897483957,22.769539707087688,8216,1
144,71.84633858532304,46.740319141667186,2.174834100254462,43.11261699667505,622,0
145,72.59882794248423,57.26369850901639,3.2262380886674213,34.71549002099609,4545,0
146,77.81822871777311,50.98783847331676,4.117933822727152,30.196862540494028,6559,0
147,57.63049289121918,49.00571378270051,1.8306847349135311,27.324222954669224,7186,0
148,56.795433869157236,48.30892616145625,2.849852167982561,41.60975497587155,2044,0
149,75.21941565616898,55.972890916817256,1.2675054050326726,55.077076993133645,3671,0
150,72.96984673233186,52.60462253429656,2.60679899631781,35.913276542939585,1660,0
151,72.50492850345877,68.2066034211811,3.0342046845380755,45.90270311075322,4847,0
152,73.46448209496975,43.182202856021405,2.145375358244934,38.977336497824076,7254,0
153,63.19975278421509,54.14481361623981,2.5430081661747685,27.10617910896607,692,0
154,72.32253697161003,45.766391921507896,1.59177323169255,47.348113435104175,5427,0
155,72.93072473298682,43.04570410409085,3.0770786113814936,29.053079559726285,855,0
156,62.85648581973632,49.913062903720224,4.0556942488831496,40.21626630593565,9591,1
157,88.65774511144757,51.098819835256286,1.9028561302295364,36.58479584994695,596,1
158,74.73832920911788,73.34538844048075,2.377328233447617,48.930774345656914,2521,1
159,58.08696502797351,48.526833474534385,3.5025462464541817,29.418490075293136,1698,0
160,76.5655360863383,40.958570164122534,4.212090719322736,43.908699078019595,4227,0
161,60.253183297726785,52.18408573995509,1.5068101877910687,31.60202592651299,7116,0
162,77.87084603742451,33.402879699629054,2.8312152625840508,34.88894787671215,5651,0
163,81.58595579007404,49.264345739165876,3.2831308223195252,3.64799772459898,3690,0
164,61.7931768164829,50.128202258361284,2.897943609371152,60.92098571617909,561,0
165,79.63376129244321,56.35680306356169,0.5232079331229129,45.50556932826232,5066,0
166,74.12780926936499,57.788977995422776,3.501090009308772,32.32652514061836,8659,1
167,78.2206015999449,45.97144304873826,4.519336351090644,28.753443116670063,265,0
168,88.96792982653947,48.79508788296054,3.1166617511695036,35.0435124712066,1828,1
169,67.5461188399713,43.87103335511463,1.9688939467057367,47.168795348194514,7796,0
170,62.4626383564251,40.97549956153845,2.486872753635717,21.079150744150745,4797,0
171,61.10485570374477,52.47915823504508,4.769913067655593,38.58415580705662,2273,0
172,61.841897150345616,39.81131561122721,3.9099625408605587,57.70641872462673,137,0
173,69.22898290585896,46.68298479542509,3.6400266183843293,28.660536640321958,4543,0
174,73.41151974816644,42.0386083208061,3.356412583534376,40.80385038763655,7586,0
175,72.7669079933002,54.39746549032208,2.338862887809028,62.03309815257758,2121,0
176,78.27183249036024,64.4114407941319,2.7994288193442314,46.32151629690773,6980,0
177,70.13001891877907,39.58729613757335,2.922077264321484,41.259238204854555,9025,1
178,84.53534077157317,35.175852136819444,3.5495743160644437,45.066364549090025,4621,0
179,67.35343166762044,49.00090491719946,4.508918894266904,35.99134664990298,8939,1
180,97.20169166589619,50.12558236766207,4.1183381367931275,52.9963128530344,3402,1
181,76.25667347765007,51.74927445405838,1.5806156442039594,36.00669977099788,8611,1
182,61.42842443583717,46.42943587812524,3.2239949689010485,20.40818391264023,4707,0
183,59.29107501938888,48.394885609396546,3.7367633451678968,36.0869689605954,6468,0
184,74.82472415243186,52.940083284324814,3.6188603301446354,30.332654701232965,5973,0
185,67.7653721467415,58.32344714115871,2.370766236612581,37.188059878025705,7598,0
186,77.14000494092092,34.35960983745374,5.914109215768361,37.40915940919369,7272,1
187,74.73237624573545,47.048484487748304,1.7229154376688811,51.97423199804908,5735,0
188,69.27171087343127,51.71047035152851,1.91681155333395,46.952927266643854,3947,0
189,61.532062819315954,42.656191163114116,3.2335950812615764,42.632654875753964,9229,1
190,54.851527753141355,63.849357054138395,5.116803054963853,39.970545886674046,864,1
191,65.53485047932979,44.9167209581701,2.163805149295829,29.411419911420055,6406,0
192,78.56398794323472,49.66965850394174,2.734171634353008,18.188247623343226,752,0
193,72.14093744130204,54.44817677473833,4.077293673015693,41.13160011392783,7144,0
194,57.542612212880115,45.26972168958484,2.9821378451122666,47.946412035736586,4064,0
195,71.73180925851182,35.22741561756466,2.665396145469704,38.91666116755411,4711,0
196,73.85317379728836,46.57076378466773,3.56563290188672,34.651456772132995,5859,0
197,61.16142563798867,58.235524447416324,3.272517990229593,44.64502165214213,8478,1
198,71.53725105945527,47.30483898571889,4.030438785636791,39.16667799375653,245,0
199,70.58208718446,43.22852558832817,4.291468889065364,56.857441919739614,5201,0
200,58.57029702169377,57.40537767602177,3.3070030600053615,52.327283420682846,4347,0
201,73.57787360348283,47.353800831815576,3.291732725378309,49.59508057023329,9678,1
202,75.60784526368235,45.91871349079826,3.2141109822861336,47.57734114209904,4288,0
203,80.83051243175277,51.195648717306476,3.489130556649288,27.09832585548543,2796,0
204,80.53802052034902,56.1660016769503,3.055170637871464,46.629937020526,8340,1
205,56.22330632042909,69.05370825386036,2.9993915176777106,43.76325957646575,3429,0
206,60.62174960084877,56.61788886125939,4.196627120827243,46.064247283911634,3581,0
207,75.1503526720866,59.278719731106754,4.516116180355043,44.92609486813053,9066,1
208,75.1378595091221,45.95227040809716,1.4924470553665792,44.527625878480656,4741,0
209,75.15047686306048,41.79305515224419,3.010021151740569,67.00866469549595,5659,0
210,108.52731490654722,50.49865079695299,2.3113055665547653,39.23814330048081,1360,1
211,75.70890510693167,50.85735932207677,2.6890285335139277,49.363373808293304,749,0
212,81.35565640180599,41.37189806908322,3.4025162097353214,35.29010189735997,3148,0
213,79.54001763493203,48.597643760767895,3.6694383715424683,47.90641583887672,2123,0
214,76.51391251305797,53.19454081375305,2.887873556388655,49.393198902324556,9372,1
215,66.84730755359655,52.88314716014464,1.0866596652771972,43.64426077135348,4370,0
216,77.58969220493267,54.03430282707418,2.0349544194238205,56.692469423765004,5433,0
217,62.27174785462428,52.32771784109954,3.896499670200166,31.157239636395825,2174,0
218,67.63181393259991,45.94393072583955,0.25957357796506875,35.127790583317775,6137,0
219,65.14636452170896,45.88879498680925,4.187427151682,42.123800860234894,2412,0
220,70.81874139386322,40.40838881604899,3.5212299906445415,48.80806853484222,3574,0
221,93.14658566673509,64.27820031348077,4.316176081530022,41.79429521294933,3360,1
222,51.32734807408252,50.10760291695434,2.8014308131190395,52.85759036510566,4938,0
223,76.86260190374513,48.201175553641185,0.9385945759770951,33.3831012903368,5718,0
224,53.87284128810349,42.56966334838033,3.430362641506498,28.594215105114458,1450,0
225,65.28068134210567,73.48526321862222,4.274653124038341,43.081283365365046,9385,1
226,80.88950596967366,41.413375742216836,3.924721805513421,39.22819723886304,6148,0
227,70.64280019095463,46.56921659515141,2.3373085165119645,45.4286372035822,8031,1
228,59.22255222070694,53.326694690288484,3.086761075462647,39.72597709133496,8241,1
229,62.84696290740032,54.80170372595422,2.467163731220076,36.59980209376543,7423,0
230,76.79597748934675,57.66345644172547,2.180733535810628,39.250624282762764,5877,0
231,62.69633368282864,64.4608680621541,3.955388571179851,40.288488947931846,1954,0
232,72.16458589581976,54.0492612436857,1.8024676887348379,36.950187001516696,2366,0
233,70.45571839903813,41.55175360026666,2.1061835694183872,37.96867953676572,660,0
234,63.483996523941826,47.94443899902575,1.8959743665276145,35.9640666301309,7646,0
235,91.43944089325325,52.46265898011108,1.5097524767009534,48.56665119869407,5087,1
236,76.33919022318011,66.54580833204659,3.1464142918426035,41.940210045057995,7307,0
237,49.74857413342393,38.81755617260562,4.1615030484819755,62.56752472168766,6586,0
238,71.86454314769428,59.62061204180182,2.8151232437547344,41.607045512784616,2483,0
239,63.38213535231612,51.439314956371334,1.4942521994358335,34.49142529671338,6247,0
240,78.52433334796224,56.702644281835845,3.8399445397420275,66.70675374863065,7764,0
241,62.07479261567299,49.18404226691254,4.685701754034971,44.136263777143355,1783,0
242,68.85263558533102,43.260538958989386,2.3537576758534056,49.901247868928166,9490,1
243,75.04987278980457,56.00698223521066,2.521445733282282,45.921029832024914,1109,0
244,78.65755194170121,55.23544821684497,3.5156606300833944,46.230110292977486,9999,1
245,57.997035929442234,57.77645572591778,4.621873747785052,45.35654051352474,2372,0
246,66.65498764159051,49.893562916970915,2.480165854274774,28.979154352239348,2712,0
247,65.25054688839043,45.2014238134412,1.667550219001795,43.67529047561412,7524,0
248,63.46670767426288,37.52970403980927,3.6314186062724065,26.75138696149761,7326,0
249,87.65454240281096,56.55498614511525,3.7990680731422994,38.25637163587466,6163,1
250,74.04981710960955,53.39111585955189,3.006131450435227,32.743825434367125,4441,0
251,57.391160456649544,42.273738937088325,2.441866740342549,43.57470185848724,1642,0
252,79.17861947054776,45.691410613627006,3.994378730992046,43.34126247338234,1337,0
253,91.22156197012633,46.265929504388474,3.5280360045479644,44.81145890765187,5809,1
254,80.32465260551147,38.13612454414066,2.2315644830965073,42.87296572749087,2363,0
255,54.80630034045987,43.45854082715893,3.0490947313056713,33.931746582136014,382,0
256,65.15765927133748,40.92935714554917,1.6482924679753534,37.3899651064832,8098,1
257,82.66911149186623,46.7001679048965,3.68589045643792,49.203961612544845,7840,0
258,62.92330534381219,44.0904200133635,2.7377664306171443,50.678566772943995,3386,0
259,74.43819428146229,36.98396063306601,2.564289167615263,28.532169013734507,8463,1
260,77.74634053429337,66.18072184455585,2.9671255148475657,24.690723674873535,1982,0
261,60.730695284219166,60.020325848233846,3.040307699330248,32.73110616795288,6287,0
262,69.404746439382,43.76784462784011,3.8949300615655607,50.452075820322506,2375,0
263,37.58732659930927,52.17937117322888,3.5910905313252215,52.14884030183035,6974,0
264,59.756123586657104,53.33972071857036,2.8435907212071974,30.752881195988284,7602,0
265,67.4743184860684,59.52868683818782,3.7636681497189954,43.073093537363384,8892,1
266,57.52216818035151,43.45115978671937,3.400737253691613,58.344313331400876,3890,0
267,86.32411303931636,58.73685427185941,2.573400363713963,44.15311477240334,2123,1
268,55.69858622039367,45.61675756634452,2.875281841763514,54.215032852330935,566,0
269,65.59955513303017,39.31310076665109,2.851777111156879,49.98726570083098,4050,0
270,71.30740577286092,55.79309247451598,3.505261343174202,30.898012937720893,3989,0
271,84.41273289066116,60.326067392979425,2.632977385278358,38.10018576502922,2692,0
272,55.6413784882056,70.70327178824547,2.6095908135783668,40.347544782918476,6732,1
273,81.63163752154959,40.40219787927829,4.9687573094339585,41.0413338802134,9311,1
274,70.10233061019586,55.59135748064631,3.939735481747104,49.16328953438571,6458,0
275,60.18491348952049,46.72159004965174,2.239399335574861,44.086847622754085,1647,0
276,74.6210347426327,56.26686968419225,3.570940993942198,10.63799056221885,7269,0
277,71.9905969557347,38.236083590149995,3.1183500656551773,26.87159726907274,4849,0
278,63.99783122841205,39.89784179441149,3.3915511752600938,18.12619085023957,4536,0
279,70.69802084990019,43.793001414668126,3.1373413245651047,41.75365240655334,803,0
280,66.14686403138239,50.631712365344676,4.189642645485236,42.40487649467761,6650,0
281,71.13517345251248,44.871349867693155,3.345620344651446,42.83224958610718,9144,1
282,76.62130674521046,55.27243475130736,2.9379113017857126,30.410717322853838,8597,1
283,85.86016816145352,58.21515694606332,4.0421905769830175,46.74144005119989,7736,1
284,57.62184501173151,54.79662032996285,3.233285041087872,47.16262496468529,9165,1
285,91.33033374656267,62.95030111728694,3.121478579329058,27.448509327948422,1681,1
286,50.47912200477498,53.326613035642744,3.3140226024861144,25.33961798551128,4057,0
287,68.48214904964416,40.26482631727866,2.9063909766336335,39.99868313773062,4690,0
288,75.88317206484577,60.907012108306716,3.009226992995469,57.91782273613359,3432,0
289,72.80991867735032,45.15875011515202,2.4133054112381274,56.99742742198642,1785,0
290,63.77300480179406,57.28334799748456,2.248832780376121,45.634043604480524,9897,1
291,67.91877749642725,62.58987373244085,2.00142961351756,32.700033284199236,7631,0
292,65.06999065341168,53.653504085843196,1.608016713202924,48.86842659488585,7011,0
293,64.10635243055789,38.0307294946828,2.1202826386154436,35.475757351909586,5831,0
294,78.49602097021025,42.65430266792167,2.8257329655330743,32.324929633261895,995,0
295,73.57015485965047,60.58195573508108,3.103117582445637,18.560331683780056,8132,1
296,63.070904047393455,48.64701851485747,2.7287034368523595,41.02382198347653,2446,0
297,78.9959987543325,50.63658827953733,0.6442965098726421,33.70132650862625,3631,0
298,73.07299520876609,56.07059532930887,4.5745863577623425,40.96430379528505,1961,0
299,78.1286211883896,55.57058289664259,4.086480122890382,17.006423037629386,4952,0
300,76.29628841923612,52.230398499083684,3.4457598512171286,41.69826672583687,130,0
301,61.710049890779274,48.33065303023627,4.907490672553268,15.68878836028372,342,0
302,64.3981895980303,47.49865243414114,2.0226358825162896,50.87940253268552,7018,0
303,77.47293605123262,56.86319060233075,4.887625120626005,45.218912341350844,9790,1
304,76.10370265433465,54.42855624854235,2.0347859232494523,37.21335228575412,5611,0
305,69.79098406035853,47.941599995057686,3.2387379252913564,45.62719860082079,5608,0
306,71.17327383308782,58.65689850394513,1.7261626748657957,30.219257373364478,4768,0
307,82.77664895788425,48.96772707896173,3.0146940955443666,40.723755156148925,6187,0
308,64.0842861116417,43.186702605324854,3.3861664979983885,47.94774038460336,7115,0
309,75.47097381170038,43.92823440877324,2.845309668865445,9.057107509086105,7736,0
310,67.97807347566106,42.17007330952187,3.7138774440901376,35.527756403224764,6762,0
311,67.82318796772779,47.8207198671705,3.099014449487257,39.77355869863626,4103,0
312,80.9877685198719,59.86979422668954,2.4775852716224906,38.037063822542336,9951,1
313,78.2541634898803,43.55923855175593,2.4331866821976607,54.57101826227405,698,0
314,78.13509636000639,51.507806088144825,3.8109137726156965,28.760988750771155,2295,0
315,83.05478807154329,44.746485234980696,2.3462579701930326,33.78840756554771,169,0
316,70.21003841632759,47.9175276698285,3.915402970484937,20.841309736915516,8239,1
317,76.81952971294965,37.919670304117986,4.222711792831931,55.10286651273145,9685,1
318,66.89733243406543,48.2356941667477,1.33128613765387,37.537098573912,3759,0
319,73.24166352488442,48.4503569615603,4.132926387301035,35.615911119632926,9941,1
320,68.69856945632316,54.32230355228556,5.0604226984446985,39.47517317689286,5734,1
321,70.96995964992718,51.786247306042966,3.2520037612019284,46.36235828430324,2381,0
322,75.95157025436913,40.41286300038364,3.5990841852948225,43.47363403516125,6922,0
323,61.81779316766527,58.67358595234834,4.037005324369159,66.47884213557087,3782,0
324,90.9238727568546,51.68242432177596,2.724517684820978,44.539358884037746,2783,1
325,59.93982618500298,51.587148137419895,3.1822802235378695,35.34754570830919,4662,0
326,57.85811387212268,49.92654117291889,1.6858004703768907,34.38643262476053,4752,0
327,81.58110873500068,45.85794042222224,3.138635028530451,36.07241047583191,5031,0
328,77.91662693962935,51.74241871798981,3.4981119956445417,24.98163075370162,9602,1
329,76.24119817052156,53.80470748742866,3.5161630229264693,40.39864207491586,4813,0
330,76.2834550926428,36.02483446923556,4.06542472359758,47.834681062089174,5513,0
331,69.87753227153085,45.689913301231236,2.225197821864471,33.86636399376764,5700,0
332,61.02745628514168,47.96042423677129,2.4673932433265033,31.926199437158886,4203,0
333,70.75804558193727,52.04936484555422,4.895507345991355,55.159451462942336,2175,0
334,63.22838288487888,59.54648804741701,2.8496716262362902,25.73516843378835,882,0
335,79.7511973341775,43.82607348322574,3.200033787312328,19.321816235226986,3906,0
336,68.52942618497862,46.016305225457266,2.932989958274779,28.470980563526176,9625,1
337,61.745028032074885,45.8997271148276,2.1783191736949776,24.595672828757035,1157,0
338,66.78614158347007,43.58777927916367,4.623529210891807,43.86226064104582,2154,0
339,74.12931454275625,47.2225080391019,2.4722985880793944,36.39295499550426,2209,0
340,64.36275447196026,56.166417759903766,1.87271447629307,37.8031295497616,7383,0
341,61.77779604433569,41.56931603708524,2.5492597226972484,51.52934176974773,1420,0
342,72.43687211491913,53.422515161223224,0.9982939982744665,33.08665138837223,7949,0
343,72.44966571108722,36.384782159853316,2.3487125350168183,47.750894117456404,4517,0
344,64.9305682462887,45.50929602846235,2.031871402147673,55.11322799203203,3799,0
345,65.28961694381677,47.36408559825611,3.6174286309273245,35.443375019863396,832,0
346,72.32049937357637,63.39887738331252,2.3265857604401274,47.37022855556314,6662,0
347,55.51915658502676,47.801581561978495,3.8878039355788485,37.581820874710196,3649,0
348,55.92536225623445,32.39005221239265,4.398483993069322,49.240981288407895,6263,0
349,62.81555778747564,34.00888874511,3.7811753362875993,24.28510812423727,6655,0
350,67.86552848288153,50.27223669077345,2.7846117111399233,23.544877548746538,5478,0
351,73.10907565598005,54.91016684631927,3.141114496705593,36.08732285092459,8896,1
352,84.75356216949552,53.00364686101802,1.4750150598559404,31.110751909402293,1822,0
353,78.5765962320202,51.340560846407925,2.8662206274787603,34.832908905701146,2912,0
